,file,name,status,date_signed,date_into_force,date_notification,end_implementation,partyisocode,composition,region,parties_wto,crossregional,language,chapter_count,article_count,word_count,average_WxA
178,pta_57.xml,EU - Lebanon,In Force,2002-06-17,2003-03-01,2003-05-26,2015-12-31,"['LBN', 'ESP', 'CYP', 'DEU', 'CZE', 'SWE', 'SVK', 'AUT', 'ROU', 'HUN', 'EST', 'BGR', 'LTU', 'LUX', 'DNK', 'FRA', 'GBR', 'MLT', 'SVN', 'PRT', 'BEL', 'IRL', 'NLD', 'FIN', 'POL', 'HRV', 'ITA', 'GRC', 'LVA']",Bilateral; One Party is an RTA,Europe; Middle East,No,Yes,en,10,44,4545,103.29545454545455
179,pta_80.xml,Turkey - Former Yugoslav Republic of Macedonia,In Force,1999-09-07,2000-09-01,2001-01-05,2008-12-30,"['TUR', 'MKD']",Bilateral,Europe,Yes,No,en,6,37,3775,102.02702702702703
180,pta_127.xml,Asia Pacific Trade Agreement (APTA),In Force,1975-07-31,1976-06-17,1976-11-02,1976-12-30,"['LAO', 'KOR', 'IND', 'LKA', 'CHN', 'BGD']",Plurilateral,West Asia; East Asia,Yes,Yes,en,9,40,4045,101.125
181,pta_133.xml,Protocol on Trade Negotiations (PTN),In Force,1971-12-08,1973-02-11,1971-11-09,1973-12-31,"['BRA', 'PAK', 'PER', 'PRY', 'SRB', 'TUN', 'KOR', 'CHL', 'PHL', 'TUR', 'BGD', 'EGY', 'URY', 'ROU', 'YUG', 'MEX', 'ISR']",Plurilateral,West Asia; South America; Africa; Middle East; East Asia; North America; Europe,No,Yes,en,3,24,3047,126.95833333333333
182,pta_94.xml,Kyrgyz Republic - Russian Federation,Inactive,1992-10-08,1993-04-24,1999-06-15,1993-12-31,"['RUS', 'KGZ']",Bilateral,Commonwealth of Independent States (CIS),Yes,No,en,3,24,2119,88.29166666666667
183,pta_325.xml,Guatemala - Chinese Taipei,In Force,2005-09-22,2006-07-01,2011-07-11,2020-12-30,"['TWN', 'GTM']",Bilateral,East Asia; Central America,Yes,Yes,en,23,227,40100,176.65198237885463
184,pta_443.xml,Gulf Cooperation Council (GCC) - Singapore,In Force,2008-12-15,2013-09-01,2015-06-30,2017-12-31,"['QAT', 'OMN', 'ARE', 'SAU', 'SGP', 'BHR', 'KWT']",Bilateral; One Party is an RTA,Middle East; East Asia,Yes,Yes,en,11,130,18604,143.1076923076923
185,pta_331.xml,EFTA - GCC,Early announcement-Signed,2009-06-22,2014-07-01,,,"['QAT', 'OMN', 'ISL', 'ARE', 'CHE', 'SAU', 'LIE', 'NOR', 'BHR', 'KWT']",Bilateral; All Parties are RTAs,Middle East; Europe,Yes,Yes,en,11,95,13447,141.54736842105262
186,pta_319.xml,Second Convention of Lomé,Inactive,1979-10-31,1981-01-01,1981-01-16,,"['BDI', 'MLI', 'MRT', 'BFA', 'RWA', 'TCD', 'TON', 'SWZ', 'DEU', 'GNQ', 'LSO', 'TTO', 'COG', 'ETH', 'BEN', 'BRB', 'GUY', 'GIN', 'KEN', 'CMR', 'LUX', 'NER', 'CAF', 'DNK', 'SEN', 'GNB', 'CIV', 'FRA', 'GBR', 'UGA', 'ZMB', 'JAM', 'LBR', None, 'FJI', 'BHS', 'BWA', 'BEL', 'GAB', 'IRL', 'NGA', 'NLD', 'GHA', 'SDN', 'MUS', 'WSM', 'GRD', 'TGO', 'SLE', 'MWI', 'ITA', 'GMB', 'TZA', 'SOM', 'COD', 'MDG']",Plurilateral,Caribbean; Europe; Africa; Oceania; South America,No,Yes,en,30,192,28633,149.13020833333334
187,pta_292.xml,Romania - Former Yugoslav Republic of Macedonia,Inactive,2003-02-07,2004-01-01,2005-02-14,,"['ROU', None, 'MKD']",Bilateral,Europe,Yes,No,en,6,43,4501,104.67441860465117
188,pta_286.xml,Moldova - Serbia and Montenegro,Inactive,2003-11-13,2004-09-01,2005-01-28,,"['SRB', 'MDA', 'MNE']",Bilateral,Commonwealth of Independent States (CIS),Yes,No,en,5,39,4300,110.25641025641026
189,pta_251.xml,EFTA - Romania Free Trade Agreement,Inactive,1992-12-10,1993-05-01,1993-05-24,,"['ISL', 'CHE', 'LIE', 'SWE', 'AUT', 'FIN', 'NOR', 'ROU', None]",Plurilateral,Europe,Yes,No,en,3,42,5557,132.3095238095238
190,pta_245.xml,EFTA - Czechoslovakia,Inactive,1992-03-20,1992-07-01,1992-07-03,,"['ISL', 'CHE', 'CZE', 'LIE', 'SVK', 'SWE', 'AUT', 'FIN', 'NOR']",Plurilateral,Europe,Yes,No,en,3,41,5151,125.63414634146342
191,pta_279.xml,Lithuania - Norway Free Trade Agreement,Inactive,1992-06-15,1992-06-16,1992-10-23,,"['LTU', None, 'NOR']",Bilateral,Europe,Yes,No,en,3,29,2715,93.62068965517241
192,pta_1.xml,Japan - Thailand,In Force,2007-04-03,2007-11-01,2007-10-25,2022-12-31,"['THA', 'JPN']",Bilateral,East Asia,Yes,No,en,17,175,29225,167.0
193,pta_5.xml,EFTA - Egypt,In Force,2007-01-27,2007-08-01,2007-07-17,2020-12-30,"['ISL', 'CHE', 'LIE', 'NOR', 'EGY']",Bilateral; One Party is an RTA,Africa; Europe,Yes,Yes,en,11,52,5370,103.26923076923077
194,pta_241.xml,EC - Turkey Additional Protocol,Inactive,1970-11-23,1973-01-01,1971-09-08,,"['BEL', 'NLD', 'DEU', 'LUX', 'TUR', 'FRA', 'ITA', None]",Plurilateral,Europe,Yes,No,en,12,65,7592,116.8
195,pta_255.xml,Equatorial Customs Union - Cameroon Association,Inactive,1959-06-23,1962-07-01,1963-09-13,,"['TCD', 'GAB', 'CMR', 'CAF', 'COG', None]",Plurilateral,Africa,Yes,No,en,6,20,1903,95.15
196,pta_269.xml,Hungary - Israel,Inactive,1997-10-14,1998-02-01,1998-03-24,,"['ISR', None, 'HUN']",Bilateral,Europe; Middle East,Yes,Yes,en,6,40,4857,121.425
197,pta_282.xml,Moldova - Bosnia and Herzegovina,Inactive,2002-12-23,2004-05-01,2005-01-28,,"['BIH', 'MDA', None]",Bilateral,Europe; Commonwealth of Independent States (CIS),No,Yes,en,5,40,4793,119.825
198,pta_296.xml,Romania - Turkey,Inactive,1997-04-29,1998-02-01,1998-05-18,,"['TUR', None, 'ROU']",Bilateral,Europe,Yes,No,en,6,42,4853,115.54761904761905
199,pta_335.xml,Peru - Singapore,In Force,2008-05-29,2009-08-01,2009-07-30,2025-12-31,"['SGP', 'PER']",Bilateral,South America; East Asia,Yes,Yes,en,20,213,34343,161.23474178403757
200,pta_447.xml,Eurasian Economic Union (EAEU) - Viet Nam,In Force,2015-05-29,2016-10-05,2017-05-04,,"['RUS', 'VNM', 'KAZ', 'KGZ', 'ARM', 'BLR']",Bilateral; One Party is an RTA,Commonwealth of Independent States (CIS); East Asia,No,Yes,en,22,217,32559,150.04147465437788
201,pta_321.xml,Panama  - Dominican Republic,In Force,1985-07-17,1987-06-08,2016-03-21,,"['PAN', 'DOM']",Bilateral,Caribbean; Central America,Yes,Yes,es,3,24,2644,110.16666666666667
202,pta_309.xml,Slovenia - Lithuania,Inactive,1996-10-04,1997-03-01,1997-02-20,,"['SVN', 'LTU', None]",Bilateral,Europe,Yes,No,en,5,42,4737,112.78571428571429
203,pta_90.xml,Commonwealth of Independent States (CIS),In Force,1994-04-15,1994-12-30,1999-06-29,1994-12-31,"['MDA', 'AZE', 'GEO', 'UKR', 'KGZ', 'RUS', 'TJK', 'UZB', 'KAZ', 'TKM', 'BLR', 'ARM']",Plurilateral,Commonwealth of Independent States (CIS),No,No,en,3,27,2716,100.5925925925926
204,pta_137.xml,Central American Common Market (CACM),In Force,1960-12-13,1961-06-04,1961-02-24,1965-12-31,"['SLV', 'PAN', 'CRI', 'NIC', 'GTM', 'HND']",Plurilateral,Central America,Yes,No,es,13,35,4974,142.11428571428573
205,pta_123.xml,Latin American Integration Association (LAIA),In Force,1980-08-12,1981-03-18,1982-07-01,1981-12-31,"['BRA', 'CUB', 'COL', 'BOL', 'ECU', 'ARG', 'PER', 'PRY', 'VEN', 'CHL', 'URY', 'MEX']",Plurilateral,South America; Caribbean; North America,Yes,Yes,es,12,71,6948,97.85915492957747
206,pta_84.xml,EU - Israel,In Force,1995-11-20,2000-06-01,2000-09-20,2000-12-30,"['ESP', 'CYP', 'DEU', 'CZE', 'SWE', 'SVK', 'AUT', 'ROU', 'HUN', 'EST', 'BGR', 'LTU', 'LUX', 'DNK', 'FRA', 'GBR', 'MLT', 'SVN', 'PRT', 'BEL', 'IRL', 'NLD', 'FIN', 'POL', 'HRV', 'ITA', 'GRC', 'LVA', 'ISR']",Bilateral; One Party is an RTA,Europe; Middle East,Yes,Yes,en,17,83,7087,85.3855421686747
207,pta_53.xml,US - Chile,In Force,2003-06-06,2004-01-01,2003-12-16,2016-12-30,"['CHL', 'USA']",Bilateral,South America; North America,Yes,Yes,en,14,162,37179,229.5
208,pta_47.xml,"Korea, Republic of - Chile",In Force,2003-02-01,2004-04-01,2004-04-08,2020-12-30,"['CHL', 'KOR']",Bilateral,South America; East Asia,Yes,Yes,en,23,217,36611,168.71428571428572
209,pta_46.xml,Armenia - Ukraine,In Force,1994-10-07,1996-12-18,2004-06-17,1996-12-30,"['UKR', 'ARM']",Bilateral,Commonwealth of Independent States (CIS),Yes,No,en,3,15,1279,85.26666666666667
210,pta_52.xml,US - Singapore,In Force,2003-05-06,2004-01-01,2003-12-17,2014-12-31,"['SGP', 'USA']",Bilateral,East Asia; North America,Yes,Yes,en,23,222,56948,256.52252252252254
211,pta_122.xml,Australia - New Zealand (ANZCERTA),In Force,1982-12-14,1983-01-01,1983-04-14,1995-12-31,"['NZL', 'AUS']",Bilateral,Oceania,Yes,No,en,3,26,9547,367.1923076923077
212,pta_85.xml,East African Community (EAC),In Force,1999-11-30,2000-07-07,2000-10-09,2005-12-31,"['KEN', 'RWA', 'BDI', 'UGA', 'TZA']",Plurilateral,Africa,Yes,No,en,31,157,25627,163.22929936305732
213,pta_91.xml,Kyrgyz Republic - Kazakhstan,In Force,1995-06-22,1995-11-11,1999-06-29,1995-12-31,"['KGZ', 'KAZ']",Bilateral,Commonwealth of Independent States (CIS),Yes,No,en,3,19,1681,88.47368421052632
214,pta_136.xml,Tripartite Agreement,Inactive,1967-12-23,1968-04-01,1968-02-23,,"['IND', None, 'YUG', 'EGY']",Plurilateral,Africa; West Asia; Europe,No,Yes,en,3,14,891,63.642857142857146
215,pta_308.xml,Slovenia - Latvia,Inactive,1996-04-22,1996-08-01,1997-02-20,,"['SVN', 'LVA', None]",Bilateral,Europe,Yes,No,en,3,38,3892,102.42105263157895
216,pta_446.xml,EFTA - Philippines,Early announcement-Signed,2016-04-28,,,,"['ISL', 'CHE', 'LIE', 'PHL', 'NOR']",Bilateral; One Party is an RTA,Europe; East Asia,Yes,Yes,en,16,119,14218,119.47899159663865
217,pta_320.xml,Third Convention of Lomé,Inactive,1984-12-08,1986-03-01,1986-12-22,,"['BDI', 'MLI', 'MRT', 'BFA', 'RWA', 'TCD', 'TON', 'SWZ', 'DEU', 'GNQ', 'LSO', 'TTO', 'COG', 'ETH', 'BEN', 'BRB', 'GUY', 'GIN', 'KEN', 'CMR', 'LUX', 'NER', 'CAF', 'SEN', 'UGA', 'GNB', 'CIV', 'FRA', 'GBR', 'ZMB', 'JAM', 'LBR', None, 'FJI', 'BHS', 'MOZ', 'BWA', 'GAB', 'IRL', 'NLD', 'NGA', 'GHA', 'SDN', 'MUS', 'WSM', 'GRD', 'TGO', 'SLE', 'MWI', 'ITA', 'GMB', 'TZA', 'SOM', 'COD', 'MDG']",Plurilateral,Caribbean; Africa; Oceania; Europe; South America,No,Yes,en,38,293,44510,151.91126279863482
218,pta_334.xml,New Zealand - Malaysia,In Force,2009-10-26,2010-08-01,2012-02-07,2016-12-30,"['NZL', 'MYS']",Bilateral,East Asia; Oceania,Yes,Yes,en,20,204,31490,154.36274509803923
219,pta_297.xml,Slovak Republic - Estonia,Inactive,1996-05-28,1998-03-13,1998-09-25,,"['EST', 'SVK', None]",Bilateral,Europe,Yes,No,en,6,43,4884,113.5813953488372
220,pta_283.xml,Moldova - Bulgaria,Inactive,2004-05-20,2004-12-01,2005-01-28,,"['BGR', 'MDA', None]",Bilateral,Europe; Commonwealth of Independent States (CIS),Yes,Yes,en,5,38,4721,124.23684210526316
221,pta_268.xml,Hungary - Estonia,Inactive,1998-11-01,2001-03-01,2001-10-04,,"['EST', None, 'HUN']",Bilateral,Europe,Yes,No,en,6,38,4659,122.60526315789474
222,pta_254.xml,El Salvador - Nicaragua Free Trade Area,Inactive,1951-03-09,1951-08-21,1951-03-07,,"['NIC', 'SLV', None]",Bilateral,Central America,Yes,No,en,11,26,2652,102.0
223,pta_240.xml,EC - Tunisia Association Agreement of 1969,Inactive,1969-03-28,1969-09-01,1969-07-11,,"['BEL', 'TUN', 'NLD', 'DEU', 'LUX', 'FRA', 'ITA', None]",Plurilateral,Europe; Africa,Yes,Yes,en,4,20,1297,64.85
224,pta_4.xml,Central European Free Trade Agreement (CEFTA) 2006,In Force,2006-12-19,2007-05-01,2007-07-26,2008-12-30,"['ALB', 'MNE', 'MKD', 'SRB', 'BIH', 'BGR', 'MDA', 'ROU', 'RKS', 'HRV']",Plurilateral,Europe; Commonwealth of Independent States (CIS),No,Yes,en,3,6,746,124.33333333333333
225,pta_6.xml,Southern African Customs Union (SACU),In Force,2002-10-21,2004-07-15,2007-06-25,2004-12-30,"['ZAF', 'BWA', 'SWZ', 'LSO', 'NAM']",Plurilateral,Africa,Yes,No,en,11,53,4801,90.58490566037736
226,pta_256.xml,Estonia - Faeroe Islands,Inactive,1997-11-30,1998-12-01,1999-01-26,,"['EST', None, 'FRO']",Bilateral,Europe,No,No,en,5,32,3312,103.5
227,pta_242.xml,EEC - Turkey Association Agreement of 1963,Inactive,1963-09-12,1964-12-01,1964-02-12,,"['BEL', 'NLD', 'DEU', 'LUX', 'TUR', 'FRA', 'ITA', None]",Plurilateral,Europe,Yes,No,en,6,33,2474,74.96969696969697
228,pta_295.xml,Romania - Serbia and Montenegro,Inactive,2003-12-23,2004-07-01,2005-02-14,,"['ROU', 'SRB', 'MNE']",Bilateral,Europe,Yes,No,en,6,42,4410,105.0
229,pta_281.xml,Lithuania - Switzerland Free-Trade Agreement,Inactive,1992-11-24,1993-04-01,1993-05-28,,"['LTU', 'CHE', None]",Bilateral,Europe,Yes,No,en,3,35,3858,110.22857142857143
230,pta_322.xml,EU - San Marino,In Force,1991-12-16,2002-04-01,2010-02-24,2002-12-31,"['ESP', 'CYP', 'DEU', 'CZE', 'SWE', 'SVK', 'AUT', 'ROU', 'SMR', 'HUN', 'EST', 'BGR', 'LTU', 'LUX', 'DNK', 'FRA', 'GBR', 'MLT', 'SVN', 'PRT', 'BEL', 'IRL', 'NLD', 'FIN', 'POL', 'HRV', 'ITA', 'GRC', 'LVA']",Bilateral; One Party is an RTA,Europe,No,No,en,6,33,3194,96.78787878787878
231,pta_444.xml,Eurasian Economic Union (EAEU) - Accession of the Kyrgyz Republic,In Force,2014-12-23,2015-08-12,2015-09-01,,"['RUS', 'KAZ', 'KGZ', 'ARM', 'BLR']",Plurilateral,Commonwealth of Independent States (CIS),No,No,en,3,13,1746,134.30769230769232
232,pta_450.xml,Trans-Pacific Partnership,Early announcement-Signed,2016-02-03,,,,"['USA', 'AUS', 'MYS', 'PER', 'BRN', 'CHL', 'NZL', 'VNM', 'SGP', 'JPN', 'MEX', 'CAN']",Plurilateral,East Asia; North America; South America,Yes,Yes,es,31,507,170298,335.8934911242604
233,pta_336.xml,China - Singapore,In Force,2008-10-23,2009-01-01,2009-03-02,2010-12-31,"['CHN', 'SGP']",Bilateral,East Asia,Yes,No,en,16,117,19876,169.8803418803419
234,pta_87.xml,EFTA - Morocco,In Force,1997-06-19,1999-12-01,2000-01-20,2011-12-31,"['ISL', 'MAR', 'CHE', 'LIE', 'NOR']",Bilateral; One Party is an RTA,Europe; Africa,Yes,Yes,en,3,44,5588,127.0
235,pta_120.xml,Lao People's Democratic Republic - Thailand,In Force,1991-06-20,1991-06-20,1991-11-26,1991-12-31,"['THA', 'LAO']",Bilateral,East Asia,Yes,No,en,3,11,998,90.72727272727273
236,pta_134.xml,EU – Overseas Countries and Territories (OCT),In Force,1970-09-29,1971-01-01,1970-12-14,1971-12-31,"['ESP', 'AIA', 'PYF', 'CYP', 'DEU', 'CZE', 'SVK', 'SWE', 'AUT', 'MSR', 'ROU', 'NCL', 'HUN', 'GRL', 'SHN', 'ANT', 'EST', 'BGR', 'LTU', 'LUX', 'ATF', 'DNK', 'IOT', 'FRA', 'GBR', 'MLT', 'SGS', 'SPM', 'SVN', 'PRT', 'BEL', 'IRL', 'NLD', 'MYT', 'TCA', 'FLK', 'FIN', 'POL', 'HRV', 'PCN', 'WLF', 'VGB', 'ITA', 'CYM', 'GRC', 'LVA']",Plurilateral; One Party is an RTA,Caribbean; Europe; Africa; South America; Oceania; North America,No,Yes,en,19,65,15502,238.4923076923077
237,pta_93.xml,Kyrgyz Republic - Moldova,In Force,1995-05-16,1996-11-21,1999-06-15,1996-12-30,"['KGZ', 'MDA']",Bilateral,Commonwealth of Independent States (CIS),Yes,No,en,3,20,1884,94.2
238,pta_108.xml,Faeroe Islands - Iceland,Inactive,1992-08-06,1993-07-01,1995-12-14,,"[None, 'ISL', 'FRO']",Bilateral,Europe,No,No,en,2,30,2989,99.63333333333334
239,pta_44.xml,Armenia - Moldova,In Force,1993-12-24,1995-12-21,2004-06-17,1995-12-31,"['ARM', 'MDA']",Bilateral,Commonwealth of Independent States (CIS),Yes,No,en,3,21,1743,83.0
240,pta_50.xml,"China - Macao, China",In Force,2003-10-17,2003-10-17,2003-12-27,2014-12-31,"['CHN', 'MAC']",Bilateral,East Asia,Yes,No,en,8,25,1620,64.8
241,pta_78.xml,Georgia - Ukraine,In Force,1995-01-09,1996-06-04,2001-02-08,1996-12-30,"['GEO', 'UKR']",Bilateral,Commonwealth of Independent States (CIS),Yes,No,en,3,15,1502,100.13333333333334
242,pta_79.xml,EFTA - Former Yugoslav Republic of Macedonia,In Force,2000-06-19,2002-05-01,2000-12-11,2011-12-31,"['ISL', 'MKD', 'CHE', 'LIE', 'NOR']",Bilateral; One Party is an RTA,Europe,Yes,No,en,3,43,5583,129.8372093023256
243,pta_51.xml,"China - Hong Kong, China",In Force,2003-06-29,2003-06-29,2003-12-27,2014-12-31,"['CHN', 'HKG']",Bilateral,East Asia,Yes,No,en,7,23,2716,118.08695652173913
244,pta_45.xml,Armenia - Kazakhstan,In Force,1999-09-02,2001-12-25,2004-06-17,2001-12-31,"['KAZ', 'ARM']",Bilateral,Commonwealth of Independent States (CIS),Yes,No,en,3,20,1915,95.75
245,pta_109.xml,EU - Turkey,In Force,1995-03-06,1996-01-01,1995-12-22,1996-12-30,"['ESP', 'CYP', 'DEU', 'CZE', 'SWE', 'SVK', 'AUT', 'ROU', 'HUN', 'EST', 'BGR', 'LTU', 'LUX', 'DNK', 'TUR', 'FRA', 'GBR', 'MLT', 'SVN', 'PRT', 'BEL', 'IRL', 'NLD', 'FIN', 'POL', 'HRV', 'ITA', 'GRC', 'LVA']",Bilateral; One Party is an RTA,Europe,Yes,No,en,8,67,8202,122.41791044776119
246,pta_135.xml,EFTA - Accession of Iceland,In Force,1969-12-04,1970-03-01,1970-01-30,1980-12-30,"['LIE', 'ISL', 'CHE', 'NOR']",Plurilateral,Europe,Yes,No,en,2,8,1262,157.75
247,pta_92.xml,EFTA - Palestinian Authority,In Force,1998-11-30,1999-07-01,1999-07-23,2004-12-30,"['ISL', 'PSE', 'CHE', 'LIE', 'NOR']",Bilateral; One Party is an RTA,Europe; Middle East,No,Yes,en,3,42,5285,125.83333333333333
248,pta_86.xml,Economic and Monetary Community of Central Africa (CEMAC),In Force,1994-03-16,1999-06-24,1999-07-21,1999-12-31,"['TCD', 'GAB', 'CMR', 'GNQ', 'CAF', 'COG']",Plurilateral,Africa,No,No,fr,3,9,769,85.44444444444444
249,pta_121.xml,US - Israel,In Force,1985-04-22,1985-08-19,1985-09-13,1995-12-31,"['USA', 'ISR']",Bilateral,Middle East; North America,Yes,Yes,en,3,24,3611,150.45833333333334
250,pta_337.xml,Turkey - Jordan,In Force,2009-12-01,2011-03-01,2011-03-07,2022-12-31,"['JOR', 'TUR']",Bilateral,Middle East; Europe,Yes,Yes,en,8,54,5707,105.68518518518519
251,pta_323.xml,India - Afghanistan,In Force,2003-03-06,2003-05-13,2010-03-08,2003-12-31,"['IND', 'AFG']",Bilateral,West Asia,No,No,en,3,19,1744,91.78947368421052
252,pta_445.xml,"Turkey - Moldova, Republic of",In Force,2014-09-11,2016-11-01,2016-12-13,2020-12-30,"['TUR', 'MDA']",Bilateral,Commonwealth of Independent States (CIS); Europe,Yes,Yes,en,8,37,3916,105.83783783783784
253,pta_280.xml,Lithuania - Sweden Free Trade Agreement,Inactive,1992-03-17,1992-07-01,1992-07-03,,"['SWE', 'LTU', None]",Bilateral,Europe,Yes,No,en,3,27,2802,103.77777777777777
254,pta_294.xml,Romania - Moldova,Inactive,1994-02-15,1995-01-01,1997-09-24,,"[None, 'MDA', 'ROU']",Bilateral,Commonwealth of Independent States (CIS); Europe,Yes,Yes,en,2,36,3215,89.30555555555556
255,pta_243.xml,EC - Turkey Association Agreement of 1973,Inactive,1973-06-30,1974-01-01,1974-01-17,,"['BEL', 'IRL', 'NLD', 'DEU', 'LUX', 'DNK', 'TUR', 'FRA', 'GBR', 'ITA', None]",Plurilateral,Europe,Yes,No,en,5,19,2266,119.26315789473684
256,pta_257.xml,Estonia - Latvia - Lithuania,Inactive,1993-09-13,1994-04-01,1999-06-15,,"['EST', 'LTU', 'LVA', None]",Plurilateral,Europe,Yes,No,en,3,34,3577,105.20588235294117
257,pta_7.xml,Chile - China,In Force,2005-11-18,2006-10-01,2007-06-20,2015-12-31,"['CHL', 'CHN']",Bilateral,South America; East Asia,Yes,Yes,en,16,123,17432,141.72357723577235
258,pta_272.xml,Hungary - Slovenia Free Trade Agreement,Inactive,1994-04-06,1995-01-01,1995-08-15,,"['SVN', None, 'HUN']",Bilateral,Europe,Yes,No,en,5,41,4771,116.36585365853658
259,pta_266.xml,Ghana - Upper Volta Trade Agreement,Inactive,1961-06-28,1962-05-09,1962-05-17,,"['GHA', 'BFA', None]",Bilateral,Africa,Yes,No,en,3,18,1286,71.44444444444444
260,pta_299.xml,Slovak Republic - Latvia,Inactive,1996-04-19,1997-07-01,1997-12-18,,"['SVK', 'LVA', None]",Bilateral,Europe,Yes,No,en,6,43,4787,111.32558139534883
261,pta_448.xml,EU - Ghana,In Force,2016-07-28,2016-12-15,2017-04-03,,"['ESP', 'CYP', 'DEU', 'CZE', 'SVK', 'SWE', 'AUT', 'ROU', 'HUN', 'EST', 'BGR', 'LTU', 'LUX', 'DNK', 'FRA', 'GBR', 'MLT', 'SVN', 'PRT', 'BEL', 'IRL', 'NLD', 'GHA', 'FIN', 'POL', 'HRV', 'ITA', 'GRC', 'LVA']",Bilateral; One Party is an RTA,Europe; Africa,Yes,Yes,en,15,84,12594,149.92857142857142
262,pta_306.xml,Slovenia - Former Yugoslav Republic of Macedonia,Inactive,1996-07-01,1996-09-01,1997-02-20,,"['SVN', None, 'MKD']",Bilateral,Europe,Yes,No,en,5,42,4911,116.92857142857143
263,pta_312.xml,Turkey - Latvia,Inactive,1998-06-16,2000-07-01,2001-01-22,,"['TUR', 'LVA', None]",Bilateral,Europe,Yes,No,en,6,38,3539,93.13157894736842
264,pta_138.xml,European Free Trade Association (EFTA),In Force,1960-01-04,1960-05-03,1959-11-14,1966-12-31,"['ISL', 'PRT', 'CHE', 'DNK', 'SWE', 'LIE', 'AUT', 'GBR', 'NOR']",Plurilateral,Europe,Yes,No,en,20,61,7721,126.57377049180327
265,pta_104.xml,Canada - Israel,In Force,1996-07-31,1997-01-01,1997-01-15,1999-12-31,"['ISR', 'CAN']",Bilateral,North America; Middle East,Yes,Yes,en,13,74,13888,187.67567567567568
